id	term	count
9692	external disturbance	7
9693	method on	7
9694	area network	7
9695	interest in	7
9696	additionally a	7
9697	factor of	7
9698	try to	7
9699	analyzed in	7
9700	limitation in	7
9701	and global	7
9702	battery package	7
9703	observer is	7
9704	experimental validation	7
9705	communication infrastructure	7
9706	robust to	7
9707	by leveraging	7
9708	a heuristic	7
9709	to and	7
9710	a probabilistic	7
9711	global optimal	7
9712	make full	7
9713	full use	7
9714	feature space	7
9715	simulation 2005-2012	7
9716	error rate	7
9717	existing study	7
9718	upper layer	7
9719	is now	7
9720	by different	7
9721	process 2005-2012	7
9722	and implement	7
9723	a part	7
9724	distance and	7
9725	enhancement of	7
9726	form a	7
9727	platform is	7
9728	collection and	7
9729	standard and	7
9730	to divide	7
9731	vehicle group	7
9732	and mobile	7
9733	of solution	7
9734	introduced by	7
9735	strategy 2005-2012	7
9736	physical world	7
9737	delivery ratio	7
9738	secret key	7
9739	fault in	7
9740	vibration signal	7
9741	fully connected	7
9742	by adding	7
9743	state-space model	7
9744	algorithm a	7
9745	promising approach	7
9746	industrial manufacturing	7
9747	various application	7
9748	of reducing	7
9749	is always	7
9750	and physical	7
9751	at different	7
9752	closer to	7
9753	case in	7
9754	to better	7
9755	correlation among	7
9756	learning of	7
9757	a time	7
9758	and achieve	7
9759	serve a	7
9760	is limited	7
9761	of conventional	7
9762	reactive power	7
9763	power to	7
9764	user experience	7
9765	physical and	7
9766	mode of	7
9767	is easy	7
9768	tracking performance	7
9769	and state	7
9770	system efficiency	7
9771	of future	7
9772	a sequence	7
9773	implementation in	7
9774	overhead in	7
9775	value is	7
9776	manufacturing industry	7
9777	comparative analysis	7
9778	is deployed	7
9779	tool in	7
9780	game model	7
9781	computation model	7
9782	enabled by	7
9783	grid in	7
9784	architecture based	7
9785	architecture in	7
9786	detecting and	7
9787	find a	7
9788	to automate	7
9789	sharing among	7
9790	and extensive	7
9791	network SDN	7
9792	network delay	7
9793	and traffic	7
9794	implemented on	7
9795	system model	7
9796	to replace	7
9797	a considerable	7
9798	novel algorithm	7
9799	distributed data	7
9800	protection in	7
9801	a virtual	7
9802	privacy preserving	7
9803	energy function	7
9804	condition is	7
9805	spread of	7
9806	to serve	7
9807	tool and	7
9808	model wa	7
9809	network bandwidth	7
9810	of computation	7
9811	definition of	7
9812	data finally	7
9813	by exploring	7
9814	by 2005-2012	7
9815	uploaded to	7
9816	malicious user	7
9817	designed based	7
9818	detected by	7
9819	to compute	7
9820	to significantly	7
9821	preference and	7
9822	power management	7
9823	cost function	7
9824	of parameter	7
9825	battery pack	7
9826	estimator is	7
9827	regulation service	7
9828	a systematic	7
9829	power plant	7
9830	production and	7
9831	and sensitivity	7
9832	and malicious	7
9833	a resilient	7
9834	application a	7
9835	cost a	7
9836	operator to	7
9837	markov chain	7
9838	model achieves	7
9839	energy saving	7
9840	and used	7
9841	across multiple	7
9842	across different	7
9843	failure of	7
9844	of cloud	7
9845	data retrieval	7
9846	more secure	7
9847	presented a	7
9848	a input	7
9849	a random	7
9850	random forest	7
9851	anonymity and	7
9852	system data	7
9853	and optimize	7
9854	detection a	7
9855	fusion of	7
9856	consensus protocol	7
9857	rapid growth	7
9858	IoT is	7
9859	high detection	7
9860	key agreement	7
9861	formal security	7
9862	navigation and	7
9863	of random	7
9864	image in	7
9865	scheduling strategy	7
9866	limited to	7
9867	relationship among	7
9868	of massive	7
9869	deep CNN	7
9870	event in	7
9871	IIoT in	7
9872	and uncertainty	7
9873	technology of	7
9874	IoT IIoT	7
9875	hash function	7
9876	clothoid curve	7
9877	relying on	7
9878	industrial CPSs	7
9879	to alleviate	7
9880	industry informatics	7
9881	and unknown	7
9882	center and	7
9883	transmitted to	7
9884	and disturbance	7
9885	third a	7
9886	to recover	7
9887	to conduct	7
9888	complex industrial	7
9889	finally simulation	7
9890	multimedia data	7
9891	transportation and	7
9892	highly efficient	7
9893	massive amount	7
9894	lightweight and	7
9895	average delay	7
9896	aspect ratio	7
9897	digital twin	7
9898	fog and	7
9899	internet of	7
9900	image of	7
9901	key generation	7
9902	a digital	7
9903	independent component	7
9904	a sequential	7
9905	mechanism 2005-2012	7
9906	realization of	7
9907	scheme a	7
9908	to simulate	7
9909	effective way	7
9910	framework by	7
9911	sensitive data	7
9912	existing state-of-the-art	7
9913	vehicular ad	7
9914	hoc network	7
9915	to defend	7
9916	optimal strategy	7
9917	to formulate	7
9918	higher accuracy	7
9919	classification model	7
9920	in intelligent	7
9921	fault tolerance	7
9922	state-of-the-art algorithm	7
9923	edge caching	7
9924	high complexity	7
9925	refers to	7
9926	to IIoT	7
9927	device however	7
9928	obtained in	7
9929	wire sending	7
9930	attack on	7
9931	security solution	7
9932	IIoT scenario	7
9933	service provisioning	7
9934	and predict	7
9935	application e	7
9936	radio access	7
9937	recommender system	7
9938	effectively improve	7
9939	ability in	7
9940	cloud provider	7
9941	intelligent and	7
9942	and delay	7
9943	QR code	7
9944	in mobile	7
9945	fusion is	7
9946	of connected	7
9947	network behavior	7
9948	video data	7
9949	by incorporating	7
9950	weight of	7
9951	WPT system	7
9952	stability analysis	7
9953	smart energy	7
9954	adversarial attack	7
9955	network security	7
9956	at last	7
9957	of key	7
9958	paradigm of	7
9959	protection and	7
9960	random walk	7
9961	legitimate user	7
9962	premise of	7
9963	communication of	7
9964	channel to	7
9965	by jointly	7
9966	gap in	7
9967	several state-of-the-art	7
9968	still a	7
9969	QoS of	7
9970	and sharing	7
9971	a mathematical	7
9972	authentication system	7
9973	malicious node	7
9974	data however	7
9975	security problem	7
9976	edge in	7
9977	of unlabeled	7
9978	end of	7
9979	of people	7
9980	missing data	7
9981	vital role	7
9982	local model	7
9983	security property	7
9984	first design	7
9985	permissioned blockchain	7
9986	edge to	7
9987	cost 2005-2012	7
9988	industrial device	7
9989	and caching	7
9990	by deploying	7
9991	transmission performance	7
9992	idle channel	7
9993	convolutional network	7
9994	domain adaption	7
9995	visual perception	7
9996	space of	7
9997	service placement	7
9998	in 6G	7
9999	enabled NIB	7
10000	facial expression	7
10001	DL model	7
10002	angle error	7
10003	and lower	7
10004	charging load	7
10005	prediction method	7
10006	and action	7
10007	wind speed	6
10008	variability of	6
10009	monte carlo	6
10010	computing framework	6
10011	and discussed	6
10012	discussed in	6
10013	optimal power	6
10014	of applying	6
10015	is applicable	6
10016	utility function	6
10017	load torque	6
10018	approach a	6
10019	torque and	6
10020	is represented	6
10021	cell is	6
10022	advantage and	6
10023	to significant	6
10024	addressed by	6
10025	outcome of	6
10026	strategy by	6
10027	network service	6
10028	available in	6
10029	and discus	6
10030	strategy a	6
10031	popular in	6
10032	to run	6
10033	service of	6
10034	is hard	6
10035	by training	6
10036	lifetime and	6
10037	example and	6
10038	hard real-time	6
10039	and connected	6
10040	domain to	6
10041	of WSNs	6
10042	on several	6
10043	a formal	6
10044	execution environment	6
10045	work a	6
10046	in distributed	6
10047	a feasible	6
10048	domain in	6
10049	monitoring in	6
10050	convex optimization	6
10051	energy loss	6
10052	of customer	6
10053	and offer	6
10054	is maximized	6
10055	economic dispatch	6
10056	to communicate	6
10057	decomposition and	6
10058	convergence speed	6
10059	data delivery	6
10060	a detailed	6
10061	cloud storage	6
10062	of reliability	6
10063	CDR scheme	6
10064	mainly focus	6
10065	and advanced	6
10066	to some	6
10067	energy network	6
10068	investigate a	6
10069	energy market	6
10070	structure in	6
10071	drawback of	6
10072	critical in	6
10073	and maintenance	6
10074	benefit in	6
10075	applied a	6
10076	sample to	6
10077	energy hole	6
10078	traffic load	6
10079	temporal and	6
10080	and spatial	6
10081	thousand of	6
10082	oscillation mode	6
10083	and temperature	6
10084	found in	6
10085	supply chain	6
10086	multiple sensor	6
10087	wireless transmission	6
10088	degradation of	6
10089	proposed optimal	6
10090	based scheme	6
10091	proposed controller	6
10092	phase of	6
10093	layer by	6
10094	batch process	6
10095	is exploited	6
10096	effect and	6
10097	variation in	6
10098	in general	6
10099	management is	6
10100	important mean	6
10101	source node	6
10102	near future	6
10103	power output	6
10104	acceleration and	6
10105	more effective	6
10106	system reliability	6
10107	data based	6
10108	in system	6
10109	a manufacturing	6
10110	a vehicle	6
10111	by establishing	6
10112	extensive numerical	6
10113	ha great	6
10114	even in	6
10115	hardware implementation	6
10116	technique of	6
10117	3-d imaging	6
10118	functionality of	6
10119	a two-dimensional	6
10120	implemented a	6
10121	novel distributed	6
10122	multiple energy	6
10123	of monitoring	6
10124	WSNs and	6
10125	promise to	6
10126	metric and	6
10127	achieve good	6
10128	ha good	6
10129	to date	6
10130	life and	6
10131	sensitivity and	6
10132	more efficiently	6
10133	computationally efficient	6
10134	and throughput	6
10135	acquisition of	6
10136	potential application	6
10137	a robot	6
10138	integration and	6
10139	and validation	6
10140	and reducing	6
10141	and challenge	6
10142	solution 2005-2012	6
10143	in china	6
10144	work 2005-2012	6
10145	layer to	6
10146	novelty of	6
10147	industry 2005-2012	6
10148	implemented and	6
10149	captured by	6
10150	matrix and	6
10151	simulation on	6
10152	estimation algorithm	6
10153	a point	6
10154	existing in	6
10155	time by	6
10156	performance indicator	6
10157	actuator and	6
10158	importance to	6
10159	delivery in	6
10160	publicly available	6
10161	significantly outperforms	6
10162	dynamic environment	6
10163	activity in	6
10164	decision process	6
10165	optimization is	6
10166	performance a	6
10167	modification of	6
10168	scheme of	6
10169	considered and	6
10170	schedule and	6
10171	of EV	6
10172	and exchange	6
10173	network infrastructure	6
10174	connectivity and	6
10175	high throughput	6
10176	transmission scheme	6
10177	link and	6
10178	a weighted	6
10179	take a	6
10180	ha led	6
10181	required by	6
10182	of automation	6
10183	purpose of	6
10184	embedded and	6
10185	comparison of	6
10186	urban traffic	6
10187	and social	6
10188	performance wa	6
10189	communication protocol	6
10190	correlation of	6
10191	building and	6
10192	is illustrated	6
10193	today s	6
10194	understanding of	6
10195	a complete	6
10196	and automation	6
10197	a theoretical	6
10198	real-time performance	6
10199	to acquire	6
10200	complex network	6
10201	traffic scheduling	6
10202	vehicle in	6
10203	a valid	6
10204	parallel computing	6
10205	channel in	6
10206	stringent requirement	6
10207	to network	6
10208	and development	6
10209	significant amount	6
10210	wa used	6
10211	node of	6
10212	intelligent diagnosis	6
10213	feature extractor	6
10214	depend on	6
10215	knowledge and	6
10216	machine fault	6
10217	magnet flux	6
10218	flux linkage	6
10219	performance improvement	6
10220	particle filter	6
10221	variation and	6
10222	susceptible to	6
10223	sliding window	6
10224	confirmed by	6
10225	energy data	6
10226	representation and	6
10227	dictionary learning	6
10228	of bearing	6
10229	event and	6
10230	test bed	6
10231	vibration and	6
10232	a computational	6
10233	estimation performance	6
10234	built to	6
10235	of concept	6
10236	of building	6
10237	designing a	6
10238	on intelligent	6
10239	voltage of	6
10240	novel and	6
10241	method us	6
10242	named a	6
10243	system dynamic	6
10244	to simultaneously	6
10245	clustering and	6
10246	interference to	6
10247	is focused	6
10248	to forecast	6
10249	data sample	6
10250	novel hybrid	6
10251	distributed optimization	6
10252	reach a	6
10253	energy efficient	6
10254	good accuracy	6
10255	conducted and	6
10256	minimization problem	6
10257	variant of	6
10258	effectively reduce	6
10259	training efficiency	6
10260	deep computation	6
10261	metering infrastructure	6
10262	by employing	6
10263	finally numerical	6
10264	computing ha	6
10265	aim is	6
10266	source of	6
10267	activity and	6
10268	local and	6
10269	problem however	6
10270	a two-layer	6
10271	existing model	6
10272	modeling of	6
10273	by up	6
10274	computation complexity	6
10275	labeled data	6
10276	to fuse	6
10277	segment and	6
10278	connected vehicle	6
10279	becoming a	6
10280	preventive maintenance	6
10281	local search	6
10282	search is	6
10283	high-speed train	6
10284	accuracy rate	6
10285	a much	6
10286	intelligent service	6
10287	experiment of	6
10288	medical care	6
10289	network condition	6
10290	to highlight	6
10291	covert communication	6
10292	computation partitioning	6
10293	a computation	6
10294	scheduling method	6
10295	difficulty in	6
10296	and three	6
10297	extraction of	6
10298	greatly improve	6
10299	and access	6
